"Year","Month","Day","Site.Name","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","Ozone","PM2.5"
"2017","05","19","Blackstone","Lee",35.4325,-79.2887,39,25
"2017","05","19","Bryson City","Swain",35.434767,-83.442133,34,45
"2017","05","19","Triple Oak","Wake",35.8652,-78.8197,NA,37
"2017","05","20","Blackstone","Lee",35.4325,-79.2887,38,30
"2017","05","20","Bryson City","Swain",35.434767,-83.442133,40,37
"2017","05","20","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","05","21","Blackstone","Lee",35.4325,-79.2887,23,37
"2017","05","21","Bryson City","Swain",35.434767,-83.442133,29,18
"2017","05","21","Triple Oak","Wake",35.8652,-78.8197,NA,38
"2017","05","22","Blackstone","Lee",35.4325,-79.2887,29,0
"2017","05","22","Bryson City","Swain",35.434767,-83.442133,32,21
"2017","05","22","Triple Oak","Wake",35.8652,-78.8197,NA,27
"2017","05","23","Blackstone","Lee",35.4325,-79.2887,26,0
"2017","05","23","Bryson City","Swain",35.434767,-83.442133,25,17
"2017","05","23","Triple Oak","Wake",35.8652,-78.8197,NA,13
"2017","05","24","Blackstone","Lee",35.4325,-79.2887,29,0
"2017","05","24","Bryson City","Swain",35.434767,-83.442133,33,13
"2017","05","24","Triple Oak","Wake",35.8652,-78.8197,NA,21
"2017","05","25","Blackstone","Lee",35.4325,-79.2887,37,11
"2017","05","25","Bryson City","Swain",35.434767,-83.442133,37,20
"2017","05","25","Triple Oak","Wake",35.8652,-78.8197,NA,18
"2017","05","26","Blackstone","Lee",35.4325,-79.2887,61,32
"2017","05","26","Bryson City","Swain",35.434767,-83.442133,44,30
"2017","05","26","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","05","27","Blackstone","Lee",35.4325,-79.2887,46,38
"2017","05","27","Bryson City","Swain",35.434767,-83.442133,35,56
"2017","05","27","Triple Oak","Wake",35.8652,-78.8197,NA,54
"2017","05","28","Blackstone","Lee",35.4325,-79.2887,44,30
"2017","05","28","Bryson City","Swain",35.434767,-83.442133,41,22
"2017","05","28","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","05","29","Blackstone","Lee",35.4325,-79.2887,44,13
"2017","05","29","Bryson City","Swain",35.434767,-83.442133,36,37
"2017","05","29","Triple Oak","Wake",35.8652,-78.8197,NA,33
"2017","05","30","Blackstone","Lee",35.4325,-79.2887,29,24
"2017","05","30","Bryson City","Swain",35.434767,-83.442133,39,20
"2017","05","30","Triple Oak","Wake",35.8652,-78.8197,NA,42
"2017","05","31","Blackstone","Lee",35.4325,-79.2887,35,46
"2017","05","31","Bryson City","Swain",35.434767,-83.442133,44,29
"2017","05","31","Triple Oak","Wake",35.8652,-78.8197,NA,49
"2017","06","01","Blackstone","Lee",35.4325,-79.2887,44,43
"2017","06","01","Bryson City","Swain",35.434767,-83.442133,44,35
"2017","06","01","Triple Oak","Wake",35.8652,-78.8197,NA,41
"2017","06","02","Blackstone","Lee",35.4325,-79.2887,61,46
"2017","06","02","Bryson City","Swain",35.434767,-83.442133,46,42
"2017","06","02","Triple Oak","Wake",35.8652,-78.8197,NA,38
"2017","06","03","Blackstone","Lee",35.4325,-79.2887,51,52
"2017","06","03","Bryson City","Swain",35.434767,-83.442133,42,43
"2017","06","03","Triple Oak","Wake",35.8652,-78.8197,NA,41
"2017","06","04","Blackstone","Lee",35.4325,-79.2887,37,51
"2017","06","04","Bryson City","Swain",35.434767,-83.442133,28,40
"2017","06","04","Triple Oak","Wake",35.8652,-78.8197,NA,53
"2017","06","05","Blackstone","Lee",35.4325,-79.2887,23,25
"2017","06","05","Bryson City","Swain",35.434767,-83.442133,20,20
"2017","06","05","Triple Oak","Wake",35.8652,-78.8197,NA,39
"2017","06","06","Blackstone","Lee",35.4325,-79.2887,45,28
"2017","06","06","Bryson City","Swain",35.434767,-83.442133,46,24
"2017","06","06","Triple Oak","Wake",35.8652,-78.8197,NA,24
"2017","06","07","Blackstone","Lee",35.4325,-79.2887,40,38
"2017","06","07","Bryson City","Swain",35.434767,-83.442133,43,28
"2017","06","07","Triple Oak","Wake",35.8652,-78.8197,NA,27
"2017","06","08","Blackstone","Lee",35.4325,-79.2887,36,28
"2017","06","08","Bryson City","Swain",35.434767,-83.442133,43,NA
"2017","06","08","Triple Oak","Wake",35.8652,-78.8197,NA,9
"2017","06","09","Blackstone","Lee",35.4325,-79.2887,46,47
"2017","06","09","Bryson City","Swain",35.434767,-83.442133,44,NA
"2017","06","09","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","06","10","Blackstone","Lee",35.4325,-79.2887,61,51
"2017","06","10","Bryson City","Swain",35.434767,-83.442133,44,NA
"2017","06","10","Triple Oak","Wake",35.8652,-78.8197,NA,44
"2017","06","11","Blackstone","Lee",35.4325,-79.2887,41,33
"2017","06","11","Bryson City","Swain",35.434767,-83.442133,41,NA
"2017","06","11","Triple Oak","Wake",35.8652,-78.8197,NA,38
"2017","06","12","Blackstone","Lee",35.4325,-79.2887,41,48
"2017","06","12","Bryson City","Swain",35.434767,-83.442133,31,NA
"2017","06","12","Triple Oak","Wake",35.8652,-78.8197,NA,50
"2017","06","13","Blackstone","Lee",35.4325,-79.2887,44,54
"2017","06","13","Bryson City","Swain",35.434767,-83.442133,31,NA
"2017","06","13","Triple Oak","Wake",35.8652,-78.8197,NA,58
"2017","06","14","Blackstone","Lee",35.4325,-79.2887,46,34
"2017","06","14","Bryson City","Swain",35.434767,-83.442133,31,18
"2017","06","14","Triple Oak","Wake",35.8652,-78.8197,NA,37
"2017","06","15","Blackstone","Lee",35.4325,-79.2887,46,41
"2017","06","15","Bryson City","Swain",35.434767,-83.442133,35,21
"2017","06","15","Triple Oak","Wake",35.8652,-78.8197,NA,41
"2017","06","16","Blackstone","Lee",35.4325,-79.2887,43,32
"2017","06","16","Bryson City","Swain",35.434767,-83.442133,37,17
"2017","06","16","Triple Oak","Wake",35.8652,-78.8197,NA,40
"2017","06","17","Blackstone","Lee",35.4325,-79.2887,34,40
"2017","06","17","Bryson City","Swain",35.434767,-83.442133,36,20
"2017","06","17","Triple Oak","Wake",35.8652,-78.8197,NA,28
"2017","06","18","Blackstone","Lee",35.4325,-79.2887,30,37
"2017","06","18","Bryson City","Swain",35.434767,-83.442133,31,29
"2017","06","18","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","06","19","Blackstone","Lee",35.4325,-79.2887,28,29
"2017","06","19","Bryson City","Swain",35.434767,-83.442133,25,14
"2017","06","19","Triple Oak","Wake",35.8652,-78.8197,NA,31
"2017","06","20","Blackstone","Lee",35.4325,-79.2887,25,25
"2017","06","20","Bryson City","Swain",35.434767,-83.442133,31,21
"2017","06","20","Triple Oak","Wake",35.8652,-78.8197,NA,27
"2017","06","21","Blackstone","Lee",35.4325,-79.2887,20,13
"2017","06","21","Bryson City","Swain",35.434767,-83.442133,25,18
"2017","06","21","Triple Oak","Wake",35.8652,-78.8197,NA,18
"2017","06","22","Blackstone","Lee",35.4325,-79.2887,16,28
"2017","06","22","Bryson City","Swain",35.434767,-83.442133,11,12
"2017","06","22","Triple Oak","Wake",35.8652,-78.8197,NA,31
"2017","06","23","Blackstone","Lee",35.4325,-79.2887,21,49
"2017","06","23","Bryson City","Swain",35.434767,-83.442133,22,37
"2017","06","23","Triple Oak","Wake",35.8652,-78.8197,NA,54
"2017","06","24","Blackstone","Lee",35.4325,-79.2887,24,24
"2017","06","24","Bryson City","Swain",35.434767,-83.442133,31,15
"2017","06","24","Triple Oak","Wake",35.8652,-78.8197,NA,26
"2017","06","25","Blackstone","Lee",35.4325,-79.2887,33,26
"2017","06","25","Bryson City","Swain",35.434767,-83.442133,30,20
"2017","06","25","Triple Oak","Wake",35.8652,-78.8197,NA,23
"2017","06","26","Blackstone","Lee",35.4325,-79.2887,47,35
"2017","06","26","Bryson City","Swain",35.434767,-83.442133,42,22
"2017","06","26","Triple Oak","Wake",35.8652,-78.8197,NA,28
"2017","06","27","Blackstone","Lee",35.4325,-79.2887,41,36
"2017","06","27","Bryson City","Swain",35.434767,-83.442133,37,28
"2017","06","27","Triple Oak","Wake",35.8652,-78.8197,NA,27
"2017","06","28","Blackstone","Lee",35.4325,-79.2887,46,43
"2017","06","28","Bryson City","Swain",35.434767,-83.442133,45,28
"2017","06","28","Triple Oak","Wake",35.8652,-78.8197,NA,24
"2017","06","29","Blackstone","Lee",35.4325,-79.2887,54,57
"2017","06","29","Bryson City","Swain",35.434767,-83.442133,NA,33
"2017","06","29","Triple Oak","Wake",35.8652,-78.8197,NA,43
"2017","06","30","Blackstone","Lee",35.4325,-79.2887,24,31
"2017","06","30","Bryson City","Swain",35.434767,-83.442133,17,15
"2017","06","30","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","07","01","Blackstone","Lee",35.4325,-79.2887,22,9
"2017","07","01","Bryson City","Swain",35.434767,-83.442133,33,18
"2017","07","01","Triple Oak","Wake",35.8652,-78.8197,NA,22
"2017","07","02","Blackstone","Lee",35.4325,-79.2887,35,30
"2017","07","02","Bryson City","Swain",35.434767,-83.442133,36,23
"2017","07","02","Triple Oak","Wake",35.8652,-78.8197,NA,28
"2017","07","03","Blackstone","Lee",35.4325,-79.2887,40,40
"2017","07","03","Bryson City","Swain",35.434767,-83.442133,25,30
"2017","07","03","Triple Oak","Wake",35.8652,-78.8197,NA,37
"2017","07","04","Blackstone","Lee",35.4325,-79.2887,28,29
"2017","07","04","Bryson City","Swain",35.434767,-83.442133,23,29
"2017","07","04","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","07","05","Blackstone","Lee",35.4325,-79.2887,35,45
"2017","07","05","Bryson City","Swain",35.434767,-83.442133,19,25
"2017","07","05","Triple Oak","Wake",35.8652,-78.8197,NA,34
"2017","07","06","Blackstone","Lee",35.4325,-79.2887,31,35
"2017","07","06","Bryson City","Swain",35.434767,-83.442133,21,15
"2017","07","06","Triple Oak","Wake",35.8652,-78.8197,NA,34
"2017","07","07","Blackstone","Lee",35.4325,-79.2887,42,30
"2017","07","07","Bryson City","Swain",35.434767,-83.442133,36,21
"2017","07","07","Triple Oak","Wake",35.8652,-78.8197,NA,23
"2017","07","08","Blackstone","Lee",35.4325,-79.2887,42,38
"2017","07","08","Bryson City","Swain",35.434767,-83.442133,39,25
"2017","07","08","Triple Oak","Wake",35.8652,-78.8197,NA,28
"2017","07","09","Blackstone","Lee",35.4325,-79.2887,41,44
"2017","07","09","Bryson City","Swain",35.434767,-83.442133,36,23
"2017","07","09","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","07","10","Blackstone","Lee",35.4325,-79.2887,38,37
"2017","07","10","Bryson City","Swain",35.434767,-83.442133,41,32
"2017","07","10","Triple Oak","Wake",35.8652,-78.8197,NA,35
"2017","07","11","Blackstone","Lee",35.4325,-79.2887,37,37
"2017","07","11","Bryson City","Swain",35.434767,-83.442133,41,33
"2017","07","11","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","07","12","Blackstone","Lee",35.4325,-79.2887,33,38
"2017","07","12","Bryson City","Swain",35.434767,-83.442133,40,43
"2017","07","12","Triple Oak","Wake",35.8652,-78.8197,NA,43
"2017","07","13","Blackstone","Lee",35.4325,-79.2887,33,23
"2017","07","13","Bryson City","Swain",35.434767,-83.442133,31,25
"2017","07","13","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","07","14","Blackstone","Lee",35.4325,-79.2887,41,27
"2017","07","14","Bryson City","Swain",35.434767,-83.442133,31,22
"2017","07","14","Triple Oak","Wake",35.8652,-78.8197,NA,40
"2017","07","15","Blackstone","Lee",35.4325,-79.2887,45,25
"2017","07","15","Bryson City","Swain",35.434767,-83.442133,30,19
"2017","07","15","Triple Oak","Wake",35.8652,-78.8197,NA,33
"2017","07","16","Blackstone","Lee",35.4325,-79.2887,37,21
"2017","07","16","Bryson City","Swain",35.434767,-83.442133,36,27
"2017","07","16","Triple Oak","Wake",35.8652,-78.8197,NA,29
"2017","07","17","Blackstone","Lee",35.4325,-79.2887,38,23
"2017","07","17","Bryson City","Swain",35.434767,-83.442133,37,27
"2017","07","17","Triple Oak","Wake",35.8652,-78.8197,NA,27
"2017","07","18","Blackstone","Lee",35.4325,-79.2887,36,18
"2017","07","18","Bryson City","Swain",35.434767,-83.442133,31,23
"2017","07","18","Triple Oak","Wake",35.8652,-78.8197,NA,32
"2017","07","19","Blackstone","Lee",35.4325,-79.2887,64,28
"2017","07","19","Bryson City","Swain",35.434767,-83.442133,44,38
"2017","07","19","Triple Oak","Wake",35.8652,-78.8197,NA,34
"2017","07","20","Blackstone","Lee",35.4325,-79.2887,71,46
"2017","07","20","Bryson City","Swain",35.434767,-83.442133,41,53
"2017","07","20","Triple Oak","Wake",35.8652,-78.8197,NA,53
"2017","07","21","Blackstone","Lee",35.4325,-79.2887,50,52
"2017","07","21","Bryson City","Swain",35.434767,-83.442133,37,44
"2017","07","21","Triple Oak","Wake",35.8652,-78.8197,NA,58
"2017","07","22","Blackstone","Lee",35.4325,-79.2887,45,53
"2017","07","22","Bryson City","Swain",35.434767,-83.442133,31,40
"2017","07","22","Triple Oak","Wake",35.8652,-78.8197,NA,56
"2017","07","23","Blackstone","Lee",35.4325,-79.2887,37,40
"2017","07","23","Bryson City","Swain",35.434767,-83.442133,30,41
"2017","07","23","Triple Oak","Wake",35.8652,-78.8197,NA,47
"2017","07","24","Blackstone","Lee",35.4325,-79.2887,45,24
"2017","07","24","Bryson City","Swain",35.434767,-83.442133,36,25
"2017","07","24","Triple Oak","Wake",35.8652,-78.8197,NA,35
"2017","07","25","Blackstone","Lee",35.4325,-79.2887,64,46
"2017","07","25","Bryson City","Swain",35.434767,-83.442133,43,47
"2017","07","25","Triple Oak","Wake",35.8652,-78.8197,NA,52
"2017","07","26","Blackstone","Lee",35.4325,-79.2887,50,45
"2017","07","26","Bryson City","Swain",35.434767,-83.442133,42,53
"2017","07","26","Triple Oak","Wake",35.8652,-78.8197,NA,39
"2017","07","27","Blackstone","Lee",35.4325,-79.2887,46,44
"2017","07","27","Bryson City","Swain",35.434767,-83.442133,36,46
"2017","07","27","Triple Oak","Wake",35.8652,-78.8197,NA,48
"2017","07","28","Blackstone","Lee",35.4325,-79.2887,39,52
"2017","07","28","Bryson City","Swain",35.434767,-83.442133,17,24
"2017","07","28","Triple Oak","Wake",35.8652,-78.8197,NA,54
"2017","07","29","Blackstone","Lee",35.4325,-79.2887,43,24
"2017","07","29","Bryson City","Swain",35.434767,-83.442133,44,26
"2017","07","29","Triple Oak","Wake",35.8652,-78.8197,NA,26
"2017","07","30","Blackstone","Lee",35.4325,-79.2887,36,27
"2017","07","30","Bryson City","Swain",35.434767,-83.442133,36,20
"2017","07","30","Triple Oak","Wake",35.8652,-78.8197,NA,15
"2017","07","31","Blackstone","Lee",35.4325,-79.2887,50,35
"2017","07","31","Bryson City","Swain",35.434767,-83.442133,36,22
"2017","07","31","Triple Oak","Wake",35.8652,-78.8197,NA,26
"2017","08","01","Blackstone","Lee",35.4325,-79.2887,50,45
"2017","08","01","Bryson City","Swain",35.434767,-83.442133,32,33
"2017","08","01","Triple Oak","Wake",35.8652,-78.8197,NA,38
"2017","08","02","Blackstone","Lee",35.4325,-79.2887,50,50
"2017","08","02","Bryson City","Swain",35.434767,-83.442133,37,37
"2017","08","02","Triple Oak","Wake",35.8652,-78.8197,NA,49
"2017","08","03","Blackstone","Lee",35.4325,-79.2887,45,55
"2017","08","03","Bryson City","Swain",35.434767,-83.442133,40,43
"2017","08","03","Triple Oak","Wake",35.8652,-78.8197,NA,57
"2017","08","04","Blackstone","Lee",35.4325,-79.2887,41,29
"2017","08","04","Bryson City","Swain",35.434767,-83.442133,34,35
"2017","08","04","Triple Oak","Wake",35.8652,-78.8197,NA,43
"2017","08","05","Blackstone","Lee",35.4325,-79.2887,47,33
"2017","08","05","Bryson City","Swain",35.434767,-83.442133,36,29
"2017","08","05","Triple Oak","Wake",35.8652,-78.8197,NA,17
"2017","08","06","Blackstone","Lee",35.4325,-79.2887,47,45
"2017","08","06","Bryson City","Swain",35.434767,-83.442133,37,29
"2017","08","06","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","08","07","Blackstone","Lee",35.4325,-79.2887,21,36
"2017","08","07","Bryson City","Swain",35.434767,-83.442133,18,22
"2017","08","07","Triple Oak","Wake",35.8652,-78.8197,NA,45
"2017","08","08","Blackstone","Lee",35.4325,-79.2887,27,23
"2017","08","08","Bryson City","Swain",35.434767,-83.442133,34,20
"2017","08","08","Triple Oak","Wake",35.8652,-78.8197,NA,20
"2017","08","09","Blackstone","Lee",35.4325,-79.2887,44,36
"2017","08","09","Bryson City","Swain",35.434767,-83.442133,38,40
"2017","08","09","Triple Oak","Wake",35.8652,-78.8197,NA,26
"2017","08","10","Blackstone","Lee",35.4325,-79.2887,47,40
"2017","08","10","Bryson City","Swain",35.434767,-83.442133,22,28
"2017","08","10","Triple Oak","Wake",35.8652,-78.8197,NA,27
"2017","08","11","Blackstone","Lee",35.4325,-79.2887,29,23
"2017","08","11","Bryson City","Swain",35.434767,-83.442133,23,15
"2017","08","11","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","08","12","Blackstone","Lee",35.4325,-79.2887,23,17
"2017","08","12","Bryson City","Swain",35.434767,-83.442133,32,10
"2017","08","12","Triple Oak","Wake",35.8652,-78.8197,NA,19
"2017","08","13","Blackstone","Lee",35.4325,-79.2887,32,21
"2017","08","13","Bryson City","Swain",35.434767,-83.442133,29,18
"2017","08","13","Triple Oak","Wake",35.8652,-78.8197,NA,27
"2017","08","14","Blackstone","Lee",35.4325,-79.2887,25,38
"2017","08","14","Bryson City","Swain",35.434767,-83.442133,34,25
"2017","08","14","Triple Oak","Wake",35.8652,-78.8197,NA,52
"2017","08","15","Blackstone","Lee",35.4325,-79.2887,36,32
"2017","08","15","Bryson City","Swain",35.434767,-83.442133,31,16
"2017","08","15","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","08","16","Blackstone","Lee",35.4325,-79.2887,39,27
"2017","08","16","Bryson City","Swain",35.434767,-83.442133,28,23
"2017","08","16","Triple Oak","Wake",35.8652,-78.8197,NA,38
"2017","08","17","Blackstone","Lee",35.4325,-79.2887,36,33
"2017","08","17","Bryson City","Swain",35.434767,-83.442133,22,13
"2017","08","17","Triple Oak","Wake",35.8652,-78.8197,NA,48
"2017","08","18","Blackstone","Lee",35.4325,-79.2887,31,35
"2017","08","18","Bryson City","Swain",35.434767,-83.442133,36,17
"2017","08","18","Triple Oak","Wake",35.8652,-78.8197,NA,45
"2017","08","19","Blackstone","Lee",35.4325,-79.2887,44,30
"2017","08","19","Bryson City","Swain",35.434767,-83.442133,38,34
"2017","08","19","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","08","20","Blackstone","Lee",35.4325,-79.2887,49,47
"2017","08","20","Bryson City","Swain",35.434767,-83.442133,34,43
"2017","08","20","Triple Oak","Wake",35.8652,-78.8197,NA,52
"2017","08","21","Blackstone","Lee",35.4325,-79.2887,42,43
"2017","08","21","Bryson City","Swain",35.434767,-83.442133,37,52
"2017","08","21","Triple Oak","Wake",35.8652,-78.8197,NA,54
"2017","08","22","Blackstone","Lee",35.4325,-79.2887,36,24
"2017","08","22","Bryson City","Swain",35.434767,-83.442133,39,49
"2017","08","22","Triple Oak","Wake",35.8652,-78.8197,NA,48
"2017","08","23","Blackstone","Lee",35.4325,-79.2887,43,47
"2017","08","23","Bryson City","Swain",35.434767,-83.442133,42,35
"2017","08","23","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","08","24","Blackstone","Lee",35.4325,-79.2887,41,30
"2017","08","24","Bryson City","Swain",35.434767,-83.442133,41,33
"2017","08","24","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","08","25","Blackstone","Lee",35.4325,-79.2887,49,42
"2017","08","25","Bryson City","Swain",35.434767,-83.442133,42,31
"2017","08","25","Triple Oak","Wake",35.8652,-78.8197,NA,41
"2017","08","26","Blackstone","Lee",35.4325,-79.2887,44,42
"2017","08","26","Bryson City","Swain",35.434767,-83.442133,44,40
"2017","08","26","Triple Oak","Wake",35.8652,-78.8197,NA,40
"2017","08","27","Blackstone","Lee",35.4325,-79.2887,46,37
"2017","08","27","Bryson City","Swain",35.434767,-83.442133,34,42
"2017","08","27","Triple Oak","Wake",35.8652,-78.8197,NA,32
"2017","08","28","Blackstone","Lee",35.4325,-79.2887,44,40
"2017","08","28","Bryson City","Swain",35.434767,-83.442133,42,43
"2017","08","28","Triple Oak","Wake",35.8652,-78.8197,NA,33
"2017","08","29","Blackstone","Lee",35.4325,-79.2887,24,10
"2017","08","29","Bryson City","Swain",35.434767,-83.442133,37,32
"2017","08","29","Triple Oak","Wake",35.8652,-78.8197,NA,8
"2017","08","30","Blackstone","Lee",35.4325,-79.2887,38,23
"2017","08","30","Bryson City","Swain",35.434767,-83.442133,31,28
"2017","08","30","Triple Oak","Wake",35.8652,-78.8197,NA,23
"2017","08","31","Blackstone","Lee",35.4325,-79.2887,30,35
"2017","08","31","Bryson City","Swain",35.434767,-83.442133,18,12
"2017","08","31","Triple Oak","Wake",35.8652,-78.8197,NA,35
"2017","09","01","Blackstone","Lee",35.4325,-79.2887,26,25
"2017","09","01","Bryson City","Swain",35.434767,-83.442133,34,14
"2017","09","01","Triple Oak","Wake",35.8652,-78.8197,NA,32
"2017","09","02","Blackstone","Lee",35.4325,-79.2887,32,20
"2017","09","02","Bryson City","Swain",35.434767,-83.442133,36,20
"2017","09","02","Triple Oak","Wake",35.8652,-78.8197,NA,24
"2017","09","03","Blackstone","Lee",35.4325,-79.2887,37,24
"2017","09","03","Bryson City","Swain",35.434767,-83.442133,32,41
"2017","09","03","Triple Oak","Wake",35.8652,-78.8197,NA,16
"2017","09","04","Blackstone","Lee",35.4325,-79.2887,44,43
"2017","09","04","Bryson City","Swain",35.434767,-83.442133,28,28
"2017","09","04","Triple Oak","Wake",35.8652,-78.8197,NA,45
"2017","09","05","Blackstone","Lee",35.4325,-79.2887,34,45
"2017","09","05","Bryson City","Swain",35.434767,-83.442133,33,33
"2017","09","05","Triple Oak","Wake",35.8652,-78.8197,NA,55
"2017","09","06","Blackstone","Lee",35.4325,-79.2887,34,35
"2017","09","06","Bryson City","Swain",35.434767,-83.442133,34,30
"2017","09","06","Triple Oak","Wake",35.8652,-78.8197,NA,37
"2017","09","07","Bryson City","Swain",35.434767,-83.442133,31,18
"2017","09","07","Triple Oak","Wake",35.8652,-78.8197,NA,26
"2017","09","08","Blackstone","Lee",35.4325,-79.2887,36,NA
"2017","09","08","Triple Oak","Wake",35.8652,-78.8197,NA,22
"2017","09","09","Blackstone","Lee",35.4325,-79.2887,41,38
"2017","09","09","Triple Oak","Wake",35.8652,-78.8197,NA,22
"2017","09","10","Blackstone","Lee",35.4325,-79.2887,28,31
"2017","09","10","Triple Oak","Wake",35.8652,-78.8197,NA,16
"2017","09","11","Blackstone","Lee",35.4325,-79.2887,22,25
"2017","09","11","Triple Oak","Wake",35.8652,-78.8197,NA,22
"2017","09","12","Blackstone","Lee",35.4325,-79.2887,20,8
"2017","09","12","Triple Oak","Wake",35.8652,-78.8197,NA,28
"2017","09","13","Blackstone","Lee",35.4325,-79.2887,31,29
"2017","09","13","Triple Oak","Wake",35.8652,-78.8197,NA,31
"2017","09","14","Blackstone","Lee",35.4325,-79.2887,36,39
"2017","09","14","Bryson City","Swain",35.434767,-83.442133,29,NA
"2017","09","14","Triple Oak","Wake",35.8652,-78.8197,NA,50
"2017","09","15","Blackstone","Lee",35.4325,-79.2887,38,42
"2017","09","15","Bryson City","Swain",35.434767,-83.442133,21,NA
"2017","09","15","Triple Oak","Wake",35.8652,-78.8197,NA,45
"2017","09","16","Blackstone","Lee",35.4325,-79.2887,35,30
"2017","09","16","Bryson City","Swain",35.434767,-83.442133,31,NA
"2017","09","16","Triple Oak","Wake",35.8652,-78.8197,NA,40
"2017","09","17","Blackstone","Lee",35.4325,-79.2887,38,32
"2017","09","17","Bryson City","Swain",35.434767,-83.442133,33,NA
"2017","09","17","Triple Oak","Wake",35.8652,-78.8197,NA,38
"2017","09","18","Blackstone","Lee",35.4325,-79.2887,39,29
"2017","09","18","Bryson City","Swain",35.434767,-83.442133,36,NA
"2017","09","18","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","09","19","Blackstone","Lee",35.4325,-79.2887,38,33
"2017","09","19","Bryson City","Swain",35.434767,-83.442133,37,NA
"2017","09","19","Triple Oak","Wake",35.8652,-78.8197,NA,40
"2017","09","20","Blackstone","Lee",35.4325,-79.2887,44,52
"2017","09","20","Bryson City","Swain",35.434767,-83.442133,34,NA
"2017","09","20","Triple Oak","Wake",35.8652,-78.8197,NA,52
"2017","09","21","Blackstone","Lee",35.4325,-79.2887,50,48
"2017","09","21","Bryson City","Swain",35.434767,-83.442133,29,28
"2017","09","21","Triple Oak","Wake",35.8652,-78.8197,NA,48
"2017","09","22","Blackstone","Lee",35.4325,-79.2887,46,44
"2017","09","22","Bryson City","Swain",35.434767,-83.442133,37,35
"2017","09","22","Triple Oak","Wake",35.8652,-78.8197,NA,52
"2017","09","23","Blackstone","Lee",35.4325,-79.2887,50,50
"2017","09","23","Bryson City","Swain",35.434767,-83.442133,37,38
"2017","09","23","Triple Oak","Wake",35.8652,-78.8197,NA,45
"2017","09","24","Blackstone","Lee",35.4325,-79.2887,43,35
"2017","09","24","Bryson City","Swain",35.434767,-83.442133,37,38
"2017","09","24","Triple Oak","Wake",35.8652,-78.8197,NA,36
"2017","09","25","Blackstone","Lee",35.4325,-79.2887,39,35
"2017","09","25","Bryson City","Swain",35.434767,-83.442133,31,26
"2017","09","25","Triple Oak","Wake",35.8652,-78.8197,NA,34
"2017","09","26","Blackstone","Lee",35.4325,-79.2887,21,26
"2017","09","26","Bryson City","Swain",35.434767,-83.442133,36,32
"2017","09","26","Triple Oak","Wake",35.8652,-78.8197,NA,23
"2017","09","27","Blackstone","Lee",35.4325,-79.2887,39,26
"2017","09","27","Bryson City","Swain",35.434767,-83.442133,36,41
"2017","09","27","Triple Oak","Wake",35.8652,-78.8197,NA,23
"2017","09","28","Blackstone","Lee",35.4325,-79.2887,97,58
"2017","09","28","Bryson City","Swain",35.434767,-83.442133,45,55
"2017","09","28","Triple Oak","Wake",35.8652,-78.8197,NA,53
"2017","09","29","Blackstone","Lee",35.4325,-79.2887,42,38
"2017","09","29","Bryson City","Swain",35.434767,-83.442133,40,52
"2017","09","29","Triple Oak","Wake",35.8652,-78.8197,NA,26
"2017","09","30","Blackstone","Lee",35.4325,-79.2887,44,39
"2017","09","30","Bryson City","Swain",35.434767,-83.442133,42,39
"2017","09","30","Triple Oak","Wake",35.8652,-78.8197,NA,20
"2017","10","01","Blackstone","Lee",35.4325,-79.2887,35,33
"2017","10","01","Bryson City","Swain",35.434767,-83.442133,36,24
"2017","10","01","Triple Oak","Wake",35.8652,-78.8197,NA,15
"2017","10","02","Blackstone","Lee",35.4325,-79.2887,NA,37
"2017","10","02","Bryson City","Swain",35.434767,-83.442133,39,17
"2017","10","02","Triple Oak","Wake",35.8652,-78.8197,NA,20
"2017","10","03","Blackstone","Lee",35.4325,-79.2887,48,39
"2017","10","03","Bryson City","Swain",35.434767,-83.442133,41,31
"2017","10","03","Triple Oak","Wake",35.8652,-78.8197,NA,24
"2017","10","04","Blackstone","Lee",35.4325,-79.2887,43,39
"2017","10","04","Bryson City","Swain",35.434767,-83.442133,37,24
"2017","10","04","Triple Oak","Wake",35.8652,-78.8197,NA,30
"2017","10","05","Blackstone","Lee",35.4325,-79.2887,42,29
"2017","10","05","Bryson City","Swain",35.434767,-83.442133,36,22
"2017","10","05","Triple Oak","Wake",35.8652,-78.8197,NA,37
